Gene family	p-value	FDR
OG0009788	0.897	0.999
OG0009789	0.981	0.999
OG0009790	0.872	0.999
OG0009791	0.966	0.999
OG0009792	0.967	0.999
OG0009793	0.988	0.999
OG0009794	0.978	0.999
OG0009795	0.938	0.999
OG0009796	0.965	0.999
OG0009797	0.987	0.999
OG0009798	0.906	0.999
OG0009799	0.998	0.999
OG0009800	0.868	0.999
OG0009801	0.865	0.999
OG0009802	0.938	0.999
OG0009803	0.88	0.999
OG0009804	0.951	0.999
OG0009805	0.968	0.999
OG0009806	0.878	0.999
OG0009807	0.872	0.999
OG0009808	0.972	0.999
OG0009809	0.853	0.999
OG0009810	0.791	0.999
OG0009811	0.982	0.999
OG0009812	0.896	0.999
OG0009813	0.979	0.999
OG0009814	0.999	0.999
OG0009815	0.887	0.999
OG0009817	0.939	0.999
OG0009818	0.944	0.999
OG0009819	0.961	0.999
OG0009820	0.987	0.999
OG0009821	0.968	0.999
OG0009822	0.977	0.999
OG0009823	0.872	0.999
OG0009824	0.999	0.999
OG0009825	0.974	0.999
OG0009826	0.872	0.999
OG0009827	0.916	0.999
OG0009828	0.897	0.999
OG0009829	0.979	0.999
OG0009830	0.878	0.999
OG0009831	0.963	0.999
OG0009832	0.972	0.999
OG0009833	0.981	0.999
OG0009834	0.972	0.999
OG0009835	0.983	0.999
OG0009836	0.978	0.999
OG0009837	0.981	0.999
OG0009838	0.935	0.999
OG0009839	0.985	0.999
OG0009840	0.999	0.999
OG0009841	0.962	0.999
OG0009842	0.949	0.999
OG0009843	0.938	0.999
OG0009845	0.89	0.999
OG0009846	0.977	0.999
OG0009847	0.999	0.999
OG0009848	0.946	0.999
OG0009849	0.896	0.999
OG0009850	0.955	0.999
OG0009851	0.999	0.999
OG0009852	0.999	0.999
OG0009853	0.999	0.999
OG0009854	0.961	0.999
OG0009855	0.896	0.999
OG0009856	0.999	0.999
OG0009857	0.887	0.999
OG0009858	0.927	0.999
OG0009859	0.944	0.999
OG0009860	0.999	0.999
OG0009861	0.872	0.999
OG0009862	0.962	0.999
OG0009863	0.98	0.999
OG0009864	0.896	0.999
OG0009865	0.966	0.999
OG0009866	0.984	0.999
OG0009867	0.869	0.999
OG0009868	0.961	0.999
OG0009869	0.981	0.999
OG0009870	0.987	0.999
OG0009871	0.974	0.999
OG0009872	0.999	0.999
OG0009873	0.989	0.999
OG0009874	0.961	0.999
OG0009875	0.999	0.999
OG0009876	0.966	0.999
OG0009877	0.945	0.999
OG0009879	0.944	0.999
OG0009880	0.897	0.999
OG0009881	0.896	0.999
OG0009882	0.897	0.999
OG0009883	0.962	0.999
OG0009884	0.872	0.999
OG0009885	0.96	0.999
OG0009886	0.972	0.999
OG0009887	0.984	0.999
OG0009888	0.983	0.999
OG0009889	0.933	0.999
OG0009890	0.999	0.999
OG0009891	0.966	0.999
OG0009892	0.972	0.999
OG0009893	0.999	0.999
OG0009894	0.92	0.999
OG0009895	0.951	0.999
OG0009896	0.961	0.999
OG0009897	0.997	0.999
OG0009899	0.966	0.999
OG0009900	0.966	0.999
OG0009901	0.946	0.999
OG0009902	0.943	0.999
OG0009903	0.979	0.999
OG0009904	0.94	0.999
OG0009905	0.975	0.999
OG0009906	0.982	0.999
OG0009907	0.966	0.999
OG0009908	0.969	0.999
OG0009909	0.946	0.999
OG0009910	0.966	0.999
OG0009920	0.966	0.999
OG0009921	0.852	0.999
OG0009922	0.872	0.999
OG0009923	0.993	0.999
OG0009924	0.966	0.999
OG0009925	0.966	0.999
OG0009927	0.935	0.999
OG0009928	0.904	0.999
OG0009929	0.966	0.999
OG0009930	0.996	0.999
OG0009931	0.972	0.999
OG0009932	0.978	0.999
OG0009933	0.838	0.999
OG0009934	0.974	0.999
OG0009935	0.987	0.999
OG0009936	0.905	0.999
OG0009937	0.966	0.999
OG0009938	0.965	0.999
OG0009939	0.973	0.999
OG0009940	0.975	0.999
OG0009941	0.922	0.999
OG0009942	0.997	0.999
OG0009943	0.838	0.999
OG0009944	0.973	0.999
OG0009945	0.999	0.999
OG0009946	0.953	0.999
OG0009947	0.897	0.999
OG0009948	0.867	0.999
OG0009949	0.867	0.999
OG0009950	0.869	0.999
OG0009951	0.958	0.999
OG0009952	0.999	0.999
OG0009953	0.853	0.999
OG0009954	0.947	0.999
OG0009955	0.938	0.999
OG0009956	0.867	0.999
OG0009957	0.873	0.999
OG0009958	0.896	0.999
OG0009959	0.966	0.999
OG0009960	0.981	0.999
OG0009961	0.873	0.999
OG0009962	0.975	0.999
OG0009963	0.998	0.999
OG0009964	0.978	0.999
OG0009965	0.974	0.999
OG0009966	0.977	0.999
OG0009967	0.996	0.999
OG0009968	0.987	0.999
OG0009969	0.878	0.999
OG0009970	0.944	0.999
OG0009971	0.984	0.999
OG0009972	0.897	0.999
OG0009973	0.99	0.999
OG0009974	0.838	0.999
OG0009975	0.955	0.999
OG0009976	0.934	0.999
OG0009977	0.939	0.999
OG0009978	0.984	0.999
OG0009979	0.966	0.999
OG0009980	0.942	0.999
OG0009981	0.846	0.999
OG0009982	0.972	0.999
OG0009983	0.974	0.999
OG0009984	0.986	0.999
OG0009985	0.965	0.999
OG0009986	0.979	0.999
OG0009987	0.858	0.999
OG0009988	0.869	0.999
OG0009989	0.954	0.999
OG0009990	0.86	0.999
OG0009992	0.834	0.999
OG0009993	0.986	0.999
OG0009994	0.93	0.999
OG0009995	0.799	0.999
OG0009996	0.966	0.999
OG0009997	0.944	0.999
OG0009998	0.972	0.999
OG0009999	0.847	0.999
OG0010000	0.966	0.999
OG0010001	0.946	0.999
OG0010003	0.876	0.999
OG0010004	0.97	0.999
OG0010005	0.95	0.999
OG0010006	0.887	0.999
OG0010007	0.966	0.999
OG0010008	0.98	0.999
OG0010009	0.969	0.999
OG0010010	0.946	0.999
OG0010011	0.872	0.999
OG0010012	0.88	0.999
OG0010013	0.966	0.999
OG0010014	0.982	0.999
OG0010015	0.893	0.999
OG0010016	0.966	0.999
OG0010017	0.945	0.999
OG0010018	0.966	0.999
OG0010019	0.946	0.999
OG0010020	0.861	0.999
OG0010021	0.897	0.999
OG0010022	0.94	0.999
OG0010023	0.896	0.999
OG0010024	0.873	0.999
OG0010026	0.946	0.999
OG0010027	0.944	0.999
OG0010028	0.939	0.999
OG0010029	0.01	0.336529411764706
OG0010030	0.847	0.999
OG0010031	0.868	0.999
OG0010032	0.887	0.999
OG0010033	0.966	0.999
OG0010034	0.999	0.999
OG0010035	0.859	0.999
OG0010036	0.873	0.999
OG0010037	0.942	0.999
OG0010038	0.872	0.999
OG0010039	0.838	0.999
OG0010040	0.906	0.999
OG0010041	0.991	0.999
OG0010042	0.984	0.999
OG0010044	0.974	0.999
OG0010045	0.871	0.999
OG0010046	0.968	0.999
OG0010047	0.869	0.999
OG0010048	0.966	0.999
OG0010049	0.938	0.999
OG0010050	0.966	0.999
OG0010051	0.966	0.999
OG0010052	0.818	0.999
OG0010053	0.961	0.999
OG0010054	0.97	0.999
OG0010056	0.905	0.999
OG0010057	0.834	0.999
OG0010058	0.897	0.999
OG0010059	0.858	0.999
OG0010060	0.978	0.999
OG0010061	0.978	0.999
OG0010062	0.862	0.999
OG0010063	0.922	0.999
OG0010064	0.861	0.999
OG0010065	0.884	0.999
OG0010066	0.965	0.999
OG0010067	0.951	0.999
OG0010068	0.966	0.999
OG0010069	0.85	0.999
OG0010070	0.946	0.999
OG0010071	0.965	0.999
OG0010072	0.88	0.999
OG0010073	0.84	0.999
OG0010074	0.978	0.999
OG0010075	0.944	0.999
OG0010076	0.853	0.999
OG0010077	0.998	0.999
OG0010078	0.907	0.999
OG0010079	0.969	0.999
OG0010080	0.966	0.999
OG0010081	0.959	0.999
OG0010082	0.988	0.999
OG0010083	0.961	0.999
OG0010084	0.867	0.999
OG0010085	0.953	0.999
OG0010087	0.86	0.999
OG0010088	0.867	0.999
OG0010089	0.872	0.999
OG0010090	0.939	0.999
OG0010091	0.858	0.999
OG0010092	0.958	0.999
OG0010093	0.949	0.999
OG0010094	0.972	0.999
OG0010095	0.847	0.999
OG0010096	0.929	0.999
OG0010097	0.884	0.999
OG0010098	0.861	0.999
OG0010099	0.861	0.999
OG0010100	0.999	0.999
OG0010101	0.966	0.999
OG0010102	0.914	0.999
OG0010103	0.896	0.999
OG0010104	0.861	0.999
OG0010105	0.801	0.999
OG0010106	0.869	0.999
OG0010107	0.907	0.999
OG0010108	0.944	0.999
OG0010109	0.967	0.999
OG0010110	0.985	0.999
OG0010111	0.86	0.999
OG0010113	0.941	0.999
OG0010114	0.978	0.999
OG0010115	0.871	0.999
OG0010116	0.975	0.999
OG0010117	0.951	0.999
OG0010118	0.972	0.999
OG0010119	0.887	0.999
OG0010120	0.927	0.999
OG0010121	0.88	0.999
OG0010122	0.975	0.999
OG0010123	0.862	0.999
OG0010124	0.974	0.999
OG0010126	0.878	0.999
OG0010127	0.897	0.999
OG0010128	0.948	0.999
OG0010129	0.872	0.999
OG0010130	0.992	0.999
OG0010131	0.867	0.999
OG0010132	0.966	0.999
OG0010133	0.88	0.999
OG0010134	0.887	0.999
OG0010135	0.858	0.999
OG0010136	0.869	0.999
OG0010137	0.878	0.999
OG0010138	0.869	0.999
OG0010139	0.972	0.999
OG0010140	0.872	0.999
OG0010141	0.986	0.999
OG0010142	0.841	0.999
OG0010143	0.88	0.999
OG0010144	0.02	0.605396825396825
OG0010145	0.896	0.999
OG0010146	0.978	0.999
OG0010147	0.999	0.999
OG0010148	0.988	0.999
OG0010149	0.984	0.999
OG0010151	0.966	0.999
OG0010152	0.922	0.999
OG0010153	0.973	0.999
OG0010154	0.978	0.999
OG0010155	0.948	0.999
OG0010156	0.836	0.999
OG0010157	0.996	0.999
OG0010158	0.949	0.999
OG0010159	0.927	0.999
OG0010160	0.966	0.999
OG0010161	0.966	0.999
OG0010162	0.979	0.999
OG0010163	0.969	0.999
OG0010164	0.924	0.999
OG0010165	0.977	0.999
OG0010166	0.966	0.999
OG0010167	0.984	0.999
OG0010168	0.88	0.999
OG0010169	0.976	0.999
OG0010170	0.939	0.999
OG0010171	0.987	0.999
OG0010172	0.892	0.999
OG0010173	0.878	0.999
OG0010174	0.999	0.999
OG0010175	0.726	0.999
OG0010176	0.999	0.999
OG0010177	0.846	0.999
OG0010178	0.999	0.999
OG0010179	0.878	0.999
OG0010180	0.861	0.999
OG0010181	0.999	0.999
OG0010182	0.869	0.999
OG0010183	0.878	0.999
OG0010184	0.897	0.999
OG0010185	0.873	0.999
OG0010186	0.887	0.999
OG0010187	0.858	0.999
OG0010188	0.941	0.999
OG0010189	0.869	0.999
OG0010190	0.887	0.999
OG0010191	0.949	0.999
OG0010192	0.981	0.999
OG0010193	0.861	0.999
OG0010194	0.97	0.999
OG0010195	0.873	0.999
OG0010196	0.939	0.999
OG0010197	0.965	0.999
OG0010199	0.951	0.999
OG0010200	0.956	0.999
OG0010201	0.981	0.999
OG0010202	0.966	0.999
OG0010203	0.966	0.999
OG0010204	0.841	0.999
OG0010205	0.944	0.999
OG0010206	0.934	0.999
OG0010207	0.889	0.999
OG0010208	0.996	0.999
OG0010209	0.861	0.999
OG0010210	0.872	0.999
OG0010211	0.868	0.999
OG0010212	0.966	0.999
OG0010213	0.851	0.999
OG0010214	0.861	0.999
OG0010215	0.882	0.999
OG0010216	0.966	0.999
OG0010217	0.953	0.999
OG0010218	0.999	0.999
OG0010219	0.841	0.999
OG0010220	0.861	0.999
OG0010221	0.956	0.999
OG0010222	0.867	0.999
OG0010223	0.85	0.999
OG0010224	0.897	0.999
OG0010225	0.887	0.999
OG0010226	0.956	0.999
OG0010227	0.976	0.999
OG0010228	0.983	0.999
OG0010229	0.996	0.999
OG0010230	0.997	0.999
OG0010231	0.904	0.999
OG0010232	0.914	0.999
OG0010233	0.837	0.999
OG0010234	0.841	0.999
OG0010235	0.966	0.999
OG0010236	0.985	0.999
OG0010237	0.872	0.999
OG0010238	0.999	0.999
OG0010239	0.974	0.999
OG0010240	0.847	0.999
OG0010241	0.949	0.999
OG0010243	0.999	0.999
OG0010244	0.95	0.999
OG0010245	0.978	0.999
OG0010246	0.946	0.999
OG0010247	0.76	0.999
OG0010248	0.93	0.999
OG0010249	0.966	0.999
OG0010250	0.865	0.999
OG0010251	0.967	0.999
OG0010252	0.849	0.999
OG0010253	0.978	0.999
OG0010254	0.962	0.999
OG0010255	0.965	0.999
OG0010256	0.966	0.999
OG0010257	0.961	0.999
OG0010258	0.869	0.999
OG0010259	0.966	0.999
OG0010260	0.965	0.999
OG0010261	0.873	0.999
OG0010262	0.873	0.999
OG0010263	0.999	0.999
OG0010264	0.956	0.999
OG0010265	0.845	0.999
OG0010266	0.947	0.999
OG0010268	0.972	0.999
OG0010269	0.946	0.999
OG0010270	0.999	0.999
OG0010271	0.864	0.999
OG0010272	0.867	0.999
OG0010273	0.966	0.999
OG0010274	0.873	0.999
OG0010275	0.841	0.999
OG0010276	0.946	0.999
OG0010277	0.939	0.999
OG0010278	0.946	0.999
OG0010279	0.946	0.999
OG0010280	0.872	0.999
OG0010281	0.861	0.999
OG0010282	0.867	0.999
OG0010283	0.949	0.999
OG0010284	0.966	0.999
OG0010285	0.924	0.999
OG0010286	0.962	0.999
OG0010287	0.847	0.999
OG0010288	0.966	0.999
OG0010289	0.992	0.999
OG0010290	0.999	0.999
OG0010291	0.999	0.999
OG0010292	0.946	0.999
OG0010293	0.983	0.999
OG0010294	0.874	0.999
OG0010295	0.966	0.999
OG0010296	0.966	0.999
OG0010297	0.947	0.999
OG0010298	0.966	0.999
OG0010299	0.867	0.999
OG0010300	0.924	0.999
OG0010301	0.987	0.999
OG0010302	0.966	0.999
OG0010303	0.873	0.999
OG0010304	0.844	0.999
OG0010305	0.873	0.999
OG0010306	0.966	0.999
OG0010307	0.966	0.999
OG0010308	0.966	0.999
OG0010309	0.696	0.999
OG0010310	0.868	0.999
OG0010311	0.913	0.999
OG0010312	0.92	0.999
OG0010313	0.858	0.999
OG0010314	0.978	0.999
OG0010316	0.974	0.999
OG0010317	0.884	0.999
OG0010318	0.999	0.999
OG0010319	0.92	0.999
OG0010320	0.92	0.999
OG0010321	0.847	0.999
OG0010322	0.978	0.999
OG0010323	0.98	0.999
OG0010324	0.944	0.999
OG0010325	0.999	0.999
OG0010326	0.946	0.999
OG0010327	0.988	0.999
OG0010328	0.955	0.999
OG0010329	0.937	0.999
OG0010330	0.831	0.999
OG0010331	0.961	0.999
OG0010332	0.994	0.999
OG0010333	0.999	0.999
OG0010343	0.978	0.999
OG0010344	0.873	0.999
OG0010345	0.834	0.999
OG0010346	0.976	0.999
OG0010347	0.978	0.999
OG0010348	0.88	0.999
OG0010349	0.966	0.999
OG0010350	0.997	0.999
OG0010351	0.999	0.999
OG0010352	0.993	0.999
OG0010353	0.968	0.999
OG0010354	0.861	0.999
OG0010355	0.966	0.999
OG0010357	0.956	0.999
OG0010358	0.841	0.999
OG0010360	0.961	0.999
OG0010361	0.846	0.999
OG0010362	0.975	0.999
OG0010363	0.852	0.999
OG0010364	0.865	0.999
OG0010365	0.872	0.999
OG0010366	0.939	0.999
OG0010367	0.974	0.999
OG0010368	0.949	0.999
OG0010369	0.947	0.999
OG0010370	0.962	0.999
OG0010371	0.994	0.999
OG0010372	0.977	0.999
OG0010373	0.972	0.999
OG0010374	0.962	0.999
OG0010375	0.95	0.999
OG0010376	0.832	0.999
OG0010377	0.846	0.999
OG0010378	0.844	0.999
OG0010379	0.995	0.999
OG0010381	0.949	0.999
OG0010382	0.838	0.999
OG0010383	0.901	0.999
OG0010384	0.999	0.999
OG0010385	0.984	0.999
OG0010386	0.965	0.999
OG0010387	0.998	0.999
OG0010388	0.966	0.999
OG0010389	0.927	0.999
OG0010390	0.966	0.999
OG0010391	0.946	0.999
OG0010392	0.832	0.999
OG0010393	0.927	0.999
OG0010394	0.955	0.999
OG0010395	0.945	0.999
OG0010396	0.987	0.999
OG0010398	0.925	0.999
OG0010399	0.841	0.999
OG0010400	0.896	0.999
OG0010401	0.961	0.999
OG0010402	0.849	0.999
OG0010403	0.942	0.999
OG0010404	0.872	0.999
OG0010406	0.933	0.999
OG0010407	0.873	0.999
OG0010408	0.981	0.999
OG0010409	0.844	0.999
OG0010410	0.896	0.999
OG0010411	0.986	0.999
OG0010413	0.975	0.999
OG0010414	0.966	0.999
OG0010415	0.84	0.999
OG0010417	0.965	0.999
OG0010418	0.889	0.999
OG0010420	0.946	0.999
OG0010421	0.981	0.999
OG0010422	0.88	0.999
OG0010424	0.412	0.999
OG0010426	0.846	0.999
OG0010427	0.962	0.999
OG0010428	0.954	0.999
OG0010429	0.955	0.999
OG0010430	0.96	0.999
OG0010431	0.804	0.999
OG0010432	0.852	0.999
OG0010434	0.965	0.999
OG0010435	0.868	0.999
OG0010436	0.956	0.999
OG0010437	0.859	0.999
OG0010438	0.928	0.999
OG0010439	0.927	0.999
OG0010440	0.999	0.999
OG0010441	0.855	0.999
OG0010442	0.953	0.999
OG0010444	0.919	0.999
OG0010445	0.961	0.999
OG0010446	0.808	0.999
OG0010447	0.828	0.999
OG0010448	0.965	0.999
OG0010449	0.847	0.999
OG0010450	0.841	0.999
OG0010451	0.84	0.999
OG0010452	0.876	0.999
OG0010453	0.853	0.999
OG0010454	0.846	0.999
OG0010455	0.867	0.999
OG0010456	0.987	0.999
OG0010457	0.993	0.999
OG0010458	0.838	0.999
OG0010459	0.999	0.999
OG0010460	0.815	0.999
OG0010461	0.826	0.999
OG0010462	0.841	0.999
OG0010463	0.958	0.999
OG0010464	0.915	0.999
OG0010465	0.863	0.999
OG0010466	0.866	0.999
OG0010467	0.974	0.999
OG0010468	0.924	0.999
OG0010469	0.139	0.999
OG0010470	0.841	0.999
OG0010471	0.999	0.999
OG0010472	0.967	0.999
OG0010474	0.863	0.999
OG0010475	0.85	0.999
OG0010476	0.981	0.999
OG0010477	0.858	0.999
OG0010479	0.828	0.999
OG0010480	0.848	0.999
OG0010481	0.978	0.999
OG0010482	0.965	0.999
OG0010483	0.999	0.999
OG0010484	0.946	0.999
OG0010485	0.964	0.999
OG0010486	0.828	0.999
OG0010487	0.927	0.999
OG0010488	0.939	0.999
OG0010489	0.841	0.999
OG0010490	0.873	0.999
OG0010491	0.92	0.999
OG0010492	0.966	0.999
OG0010494	0.92	0.999
OG0010496	0.945	0.999
OG0010497	0.995	0.999
OG0010498	0.834	0.999
OG0010499	0.943	0.999
OG0010500	0.945	0.999
OG0010503	0.951	0.999
OG0010504	0.869	0.999
OG0010506	0.946	0.999
OG0010507	0.999	0.999
OG0010508	0.946	0.999
OG0010509	0.838	0.999
OG0010510	0.838	0.999
OG0010511	0.904	0.999
OG0010512	0.969	0.999
OG0010513	0.875	0.999
OG0010514	0.885	0.999
OG0010515	0.953	0.999
OG0010516	0.861	0.999
OG0010517	0.869	0.999
OG0010518	0.841	0.999
OG0010519	0.927	0.999
OG0010520	0.972	0.999
OG0010521	0.907	0.999
OG0010522	0.978	0.999
OG0010523	0.966	0.999
OG0010524	0.965	0.999
OG0010526	0.992	0.999
OG0010527	0.979	0.999
OG0010528	0.887	0.999
OG0010529	0.914	0.999
OG0010530	0.927	0.999
OG0010531	0.974	0.999
OG0010532	0.869	0.999
OG0010533	0.999	0.999
OG0010534	0.975	0.999
OG0010535	0.98	0.999
OG0010537	0.92	0.999
OG0010538	0.966	0.999
OG0010539	0.866	0.999
OG0010540	0.953	0.999
OG0010541	0.949	0.999
OG0010542	0.938	0.999
OG0010543	0.969	0.999
OG0010544	0.97	0.999
OG0010545	0.805	0.999
OG0010546	0.999	0.999
OG0010547	0.849	0.999
OG0010548	0.844	0.999
OG0010549	0.927	0.999
OG0010550	0.962	0.999
OG0010551	0.943	0.999
OG0010552	0.993	0.999
OG0010553	0.968	0.999
OG0010555	0.914	0.999
OG0010556	0.965	0.999
OG0010557	0.975	0.999
OG0010558	0.992	0.999
OG0010559	0.865	0.999
OG0010560	0.976	0.999
OG0010561	0.995	0.999
OG0010563	0.993	0.999
OG0010564	0.999	0.999
OG0010565	0.939	0.999
OG0010566	0.825	0.999
OG0010567	0.972	0.999
OG0010568	0.977	0.999
OG0010569	0.861	0.999
OG0010570	0.966	0.999
OG0010571	0.832	0.999
OG0010572	0.938	0.999
OG0010573	0.887	0.999
OG0010574	0.834	0.999
OG0010575	0.997	0.999
OG0010576	0.84	0.999
OG0010577	0.84	0.999
OG0010578	0.969	0.999
OG0010579	0.869	0.999
OG0010580	0.86	0.999
OG0010581	0.873	0.999
OG0010582	0.799	0.999
OG0010583	0.878	0.999
OG0010584	0.926	0.999
OG0010585	0.832	0.999
OG0010586	0.943	0.999
OG0010587	0.962	0.999
OG0010588	0.962	0.999
OG0010589	0.936	0.999
OG0010590	0.927	0.999
OG0010591	0.999	0.999
OG0010592	0.491	0.999
OG0010593	0.957	0.999
OG0010594	0.897	0.999
OG0010595	0.838	0.999
OG0010596	0.901	0.999
OG0010597	0.88	0.999
OG0010600	0.946	0.999
OG0010601	0.999	0.999
OG0010602	0.966	0.999
OG0010603	0.965	0.999
OG0010604	0.847	0.999
OG0010605	0.867	0.999
OG0010606	0.998	0.999
OG0010607	0.878	0.999
OG0010608	0.967	0.999
OG0010609	0.966	0.999
OG0010610	0.927	0.999
OG0010611	0.595	0.999
OG0010612	0.938	0.999
OG0010613	0.9	0.999
OG0010614	0.955	0.999
OG0010615	0.832	0.999
OG0010616	0.832	0.999
OG0010617	0.92	0.999
OG0010618	0.999	0.999
OG0010619	0.972	0.999
OG0010620	0.993	0.999
OG0010621	0.966	0.999
OG0010622	0.935	0.999
OG0010623	0.83	0.999
OG0010624	0.995	0.999
OG0010625	0.946	0.999
OG0010626	0.833	0.999
OG0010627	0.946	0.999
OG0010628	0.974	0.999
OG0010629	0.969	0.999
OG0010630	0.852	0.999
OG0010631	0.846	0.999
OG0010632	0.972	0.999
OG0010633	0.832	0.999
OG0010634	0.858	0.999
OG0010635	0.966	0.999
OG0010637	0.852	0.999
OG0010638	0.868	0.999
OG0010639	0.96	0.999
OG0010640	0.999	0.999
OG0010641	0.924	0.999
OG0010642	0.924	0.999
OG0010643	0.965	0.999
OG0010644	0.949	0.999
OG0010645	0.691	0.999
OG0010646	0.944	0.999
OG0010647	0.962	0.999
OG0010648	0.992	0.999
OG0010649	0.831	0.999
OG0010650	0.949	0.999
OG0010651	0.933	0.999
OG0010652	0.858	0.999
OG0010653	0.818	0.999
OG0010664	0.852	0.999
OG0010665	0.938	0.999
OG0010666	0.927	0.999
OG0010667	0.791	0.999
OG0010668	0.975	0.999
OG0010669	0.966	0.999
OG0010670	0.966	0.999
OG0010671	0.799	0.999
OG0010672	0.986	0.999
OG0010675	0.841	0.999
OG0010676	0.775	0.999
OG0010677	0.878	0.999
OG0010680	0.846	0.999
OG0010681	0.805	0.999
OG0010682	0.793	0.999
OG0010683	0.944	0.999
OG0010685	0.998	0.999
OG0010686	0.869	0.999
OG0010687	0.968	0.999
OG0010688	0.813	0.999
OG0010689	0.924	0.999
OG0010690	0.976	0.999
OG0010691	0.793	0.999
OG0010692	0.88	0.999
OG0010693	0.808	0.999
OG0010694	0.966	0.999
OG0010695	0.885	0.999
OG0010696	0.945	0.999
OG0010697	0.951	0.999
OG0010698	0.815	0.999
OG0010699	0.864	0.999
OG0010700	0.845	0.999
OG0010701	0.999	0.999
OG0010702	0.997	0.999
OG0010703	0.966	0.999
OG0010705	0.965	0.999
OG0010706	0.9	0.999
OG0010708	0.914	0.999
OG0010709	0.706	0.999
OG0010710	0.962	0.999
OG0010711	0.997	0.999
OG0010712	0.994	0.999
OG0010714	0.838	0.999
OG0010717	0.951	0.999
OG0010718	0.942	0.999
OG0010720	0.995	0.999
OG0010721	0.887	0.999
OG0010722	0.955	0.999
OG0010724	0.962	0.999
OG0010725	0.999	0.999
OG0010726	0.966	0.999
OG0010727	0.972	0.999
OG0010728	0.966	0.999
OG0010729	0.939	0.999
OG0010730	0.993	0.999
OG0010732	0.92	0.999
OG0010733	0.999	0.999
OG0010734	0.838	0.999
OG0010735	0.744	0.999
OG0010736	0.999	0.999
OG0010737	0.999	0.999
OG0010738	0.869	0.999
OG0010740	0.95	0.999
OG0010741	0.951	0.999
OG0010742	0.841	0.999
OG0010744	0.92	0.999
OG0010745	0.956	0.999
OG0010746	0.972	0.999
OG0010747	0.935	0.999
OG0010748	0.997	0.999
OG0010749	0	0
OG0010750	0.966	0.999
OG0010751	0.924	0.999
OG0010752	0.898	0.999
OG0010753	0.887	0.999
OG0010754	0.965	0.999
OG0010755	0.965	0.999
OG0010757	0.846	0.999
OG0010758	0.896	0.999
OG0010759	0.939	0.999
OG0010760	0.961	0.999
OG0010761	0.939	0.999
OG0010762	0.938	0.999
OG0010763	0.956	0.999
OG0010764	0.939	0.999
OG0010765	0.955	0.999
OG0010766	0.748	0.999
OG0010767	0.878	0.999
OG0010768	0.903	0.999
OG0010769	0.846	0.999
OG0010770	0.933	0.999
OG0010771	0.986	0.999
OG0010772	0.8	0.999
OG0010774	0.922	0.999
OG0010775	0.965	0.999
OG0010776	0.867	0.999
OG0010777	0.82	0.999
OG0010778	0.946	0.999
OG0010779	0.945	0.999
OG0010780	0.907	0.999
OG0010781	0.843	0.999
OG0010782	0.889	0.999
OG0010783	0.835	0.999
OG0010784	0.997	0.999
OG0010785	0.623	0.999
OG0010786	0.841	0.999
OG0010787	0.954	0.999
OG0010788	0.961	0.999
OG0010789	0.835	0.999
OG0010790	0.961	0.999
OG0010791	0.858	0.999
OG0010792	0.904	0.999
OG0010793	0.999	0.999
OG0010794	0.861	0.999
OG0010795	0.961	0.999
OG0010796	0.949	0.999
OG0010797	0.988	0.999
OG0010799	0.984	0.999
OG0010801	0.847	0.999
OG0010802	0.884	0.999
OG0010803	0.832	0.999
OG0010804	0.916	0.999
OG0010805	0.966	0.999
OG0010806	0.946	0.999
OG0010807	0.999	0.999
OG0010808	0.937	0.999
OG0010810	0.995	0.999
OG0010811	0.949	0.999
OG0010812	0.838	0.999
OG0010813	0.998	0.999
OG0010814	0.999	0.999
OG0010815	0.922	0.999
OG0010816	0.895	0.999
OG0010817	0.966	0.999
OG0010819	0.812	0.999
OG0010820	0.938	0.999
OG0010821	0.809	0.999
OG0010822	0.939	0.999
OG0010823	0.955	0.999
OG0010824	0.873	0.999
OG0010825	0.851	0.999
OG0010826	0.844	0.999
OG0010827	0.901	0.999
OG0010828	0.962	0.999
OG0010829	0.871	0.999
OG0010830	0.811	0.999
OG0010831	0.933	0.999
OG0010832	0.997	0.999
OG0010834	0.946	0.999
OG0010835	0.92	0.999
OG0010836	0.93	0.999
OG0010837	0.999	0.999
OG0010838	0.966	0.999
OG0010839	0.846	0.999
OG0010840	0.946	0.999
OG0010841	0.867	0.999
OG0010842	0.955	0.999
OG0010843	0.966	0.999
OG0010844	0.962	0.999
OG0010846	0.821	0.999
OG0010847	0.828	0.999
OG0010848	0.926	0.999
OG0010849	0.869	0.999
OG0010850	0.944	0.999
OG0010851	0.962	0.999
OG0010852	0.998	0.999
OG0010853	0.944	0.999
OG0010854	0.995	0.999
OG0010855	0.83	0.999
OG0010856	0.881	0.999
OG0010857	0.848	0.999
OG0010859	0.965	0.999
OG0010861	0.924	0.999
OG0010862	0.903	0.999
OG0010863	0.955	0.999
OG0010864	0.94	0.999
OG0010865	0.927	0.999
OG0010866	0.84	0.999
OG0010868	0.965	0.999
OG0010869	0.809	0.999
OG0010870	0.808	0.999
OG0010871	0.949	0.999
OG0010872	0.953	0.999
OG0010873	0.826	0.999
OG0010874	0.949	0.999
OG0010876	0.966	0.999
OG0010877	0.901	0.999
OG0010878	0.977	0.999
OG0010879	0.995	0.999
OG0010880	0.966	0.999
OG0010882	0.84	0.999
OG0010883	0.944	0.999
OG0010884	0.805	0.999
OG0010885	0.914	0.999
