Gene family	p-value	FDR
OG0004239	0.998	0.999
OG0004240	0.999	0.999
OG0004241	0.907	0.999
OG0004242	0.999	0.999
OG0004243	0.999	0.999
OG0004244	0.997	0.999
OG0004245	0.999	0.999
OG0004246	0.999	0.999
OG0004247	0.999	0.999
OG0004248	0.999	0.999
OG0004249	0.998	0.999
OG0004250	0.961	0.999
OG0004251	0.966	0.999
OG0004252	0.998	0.999
OG0004253	0.999	0.999
OG0004254	0.998	0.999
OG0004255	0.999	0.999
OG0004256	0.999	0.999
OG0004257	0.999	0.999
OG0004258	0.999	0.999
OG0004259	0.999	0.999
OG0004260	0.999	0.999
OG0004261	0.999	0.999
OG0004262	0.999	0.999
OG0004263	0.922	0.999
OG0004264	0.93	0.999
OG0004265	0.999	0.999
OG0004266	0.999	0.999
OG0004267	0.771	0.999
OG0004268	0.995	0.999
OG0004269	0.914	0.999
OG0004270	0.999	0.999
OG0004271	0.999	0.999
OG0004272	0.997	0.999
OG0004273	0.96	0.999
OG0004274	0.977	0.999
OG0004275	0.999	0.999
OG0004276	0.998	0.999
OG0004277	0.998	0.999
OG0004278	0.999	0.999
OG0004279	0.999	0.999
OG0004280	0.997	0.999
OG0004281	0.997	0.999
OG0004282	0.999	0.999
OG0004283	0.999	0.999
OG0004284	0.995	0.999
OG0004285	0.999	0.999
OG0004286	0.907	0.999
OG0004287	0.999	0.999
OG0004288	0.999	0.999
OG0004289	0.999	0.999
OG0004290	0.999	0.999
OG0004291	0.999	0.999
OG0004292	0.999	0.999
OG0004294	0.801	0.999
OG0004295	0.999	0.999
OG0004297	0	0
OG0004308	0.955	0.999
OG0004309	0.999	0.999
OG0004310	0.961	0.999
OG0004311	0.999	0.999
OG0004312	0.996	0.999
OG0004313	0.999	0.999
OG0004314	0.999	0.999
OG0004315	0.999	0.999
OG0004316	0.992	0.999
OG0004317	0.999	0.999
OG0004318	0.999	0.999
OG0004319	0.949	0.999
OG0004320	0.825	0.999
OG0004321	0.999	0.999
OG0004322	0.993	0.999
OG0004323	0.984	0.999
OG0004324	0.935	0.999
OG0004325	0.999	0.999
OG0004326	0.999	0.999
OG0004327	0.999	0.999
OG0004328	0.999	0.999
OG0004329	0.999	0.999
OG0004330	0.999	0.999
OG0004331	0.999	0.999
OG0004332	0.999	0.999
OG0004333	0.965	0.999
OG0004334	0.995	0.999
OG0004335	0.949	0.999
OG0004336	0.966	0.999
OG0004337	0.999	0.999
OG0004338	0.999	0.999
OG0004339	0.997	0.999
OG0004340	0.999	0.999
OG0004341	0.904	0.999
OG0004342	0.497	0.999
OG0004343	0.999	0.999
OG0004344	0.999	0.999
OG0004345	0.999	0.999
OG0004346	0.999	0.999
OG0004347	0.999	0.999
OG0004348	0.999	0.999
OG0004349	0.929	0.999
OG0004350	0.995	0.999
OG0004351	0.999	0.999
OG0004352	0.997	0.999
OG0004353	0.999	0.999
OG0004354	0.999	0.999
OG0004355	0.917	0.999
OG0004356	0.999	0.999
OG0004357	0.984	0.999
OG0004358	0.999	0.999
OG0004359	0.999	0.999
OG0004360	0.997	0.999
OG0004361	0.999	0.999
OG0004362	0.999	0.999
OG0004363	0.999	0.999
OG0004364	0.999	0.999
OG0004365	0.999	0.999
OG0004366	0.876	0.999
OG0004367	0.995	0.999
OG0004368	0.999	0.999
OG0004369	0.935	0.999
OG0004370	0.999	0.999
OG0004371	0.999	0.999
OG0004372	0.999	0.999
OG0004373	0.999	0.999
OG0004374	0.999	0.999
OG0004375	0.935	0.999
OG0004376	0.998	0.999
OG0004377	0.999	0.999
OG0004378	0.999	0.999
OG0004379	0.998	0.999
OG0004380	0.939	0.999
OG0004381	0.999	0.999
OG0004382	0.999	0.999
OG0004383	0.955	0.999
OG0004384	0.946	0.999
OG0004385	0.966	0.999
OG0004386	0.998	0.999
OG0004387	0.927	0.999
OG0004388	0.997	0.999
OG0004389	0.995	0.999
OG0004390	0.958	0.999
OG0004391	0.999	0.999
OG0004392	0.946	0.999
OG0004393	0.999	0.999
OG0004394	0.999	0.999
OG0004395	0.939	0.999
OG0004396	0.999	0.999
OG0004397	0.997	0.999
OG0004398	0.999	0.999
OG0004399	0.945	0.999
OG0004400	0.999	0.999
OG0004401	0.965	0.999
OG0004402	0.978	0.999
OG0004403	0.999	0.999
OG0004404	0.946	0.999
OG0004405	0.999	0.999
OG0004408	0.999	0.999
OG0004409	0.999	0.999
OG0004410	0.966	0.999
OG0004411	0.999	0.999
OG0004412	0.997	0.999
OG0004413	0.999	0.999
OG0004414	0.999	0.999
OG0004415	0.999	0.999
OG0004416	0.904	0.999
OG0004417	0.999	0.999
OG0004418	0.949	0.999
OG0004419	0.999	0.999
OG0004420	0.999	0.999
OG0004421	0.999	0.999
OG0004422	0.999	0.999
OG0004423	0.999	0.999
OG0004424	0.939	0.999
OG0004425	0.996	0.999
OG0004426	0.999	0.999
OG0004427	0.999	0.999
OG0004428	0.999	0.999
OG0004430	0.967	0.999
OG0004431	0.999	0.999
OG0004432	0.999	0.999
OG0004433	0.999	0.999
OG0004434	0.95	0.999
OG0004435	0.999	0.999
OG0004436	0.999	0.999
OG0004437	0.99	0.999
OG0004438	0.999	0.999
OG0004439	0.946	0.999
OG0004440	0.999	0.999
OG0004441	0.999	0.999
OG0004442	0.999	0.999
OG0004443	0.999	0.999
OG0004444	0.999	0.999
OG0004445	0.938	0.999
OG0004446	0.998	0.999
OG0004447	0.878	0.999
OG0004448	0.999	0.999
OG0004449	0.999	0.999
OG0004450	0.999	0.999
OG0004451	0.845	0.999
OG0004452	0.999	0.999
OG0004453	0.999	0.999
OG0004454	0.95	0.999
OG0004455	0.999	0.999
OG0004456	0.949	0.999
OG0004457	0.999	0.999
OG0004458	0.939	0.999
OG0004460	0.944	0.999
OG0004461	0.999	0.999
OG0004462	0.948	0.999
OG0004463	0.999	0.999
OG0004464	0.998	0.999
OG0004465	0.999	0.999
OG0004466	0.999	0.999
OG0004467	0.924	0.999
OG0004468	0.999	0.999
OG0004469	0.984	0.999
OG0004470	0.963	0.999
OG0004471	0.999	0.999
OG0004472	0.955	0.999
OG0004473	0.961	0.999
OG0004474	0.998	0.999
OG0004475	0.996	0.999
OG0004476	0.999	0.999
OG0004477	0.999	0.999
OG0004478	0.999	0.999
OG0004479	0.999	0.999
OG0004480	0.999	0.999
OG0004481	0.947	0.999
OG0004482	0.992	0.999
OG0004483	0.999	0.999
OG0004484	0.968	0.999
OG0004485	0.972	0.999
OG0004486	0.999	0.999
OG0004487	0.999	0.999
OG0004488	0.861	0.999
OG0004489	0.999	0.999
OG0004490	0.999	0.999
OG0004491	0.999	0.999
OG0004492	0.999	0.999
OG0004493	0.853	0.999
OG0004494	0.999	0.999
OG0004495	0.997	0.999
OG0004496	0.946	0.999
OG0004497	0.994	0.999
OG0004498	0.996	0.999
OG0004499	0.999	0.999
OG0004500	0.914	0.999
OG0004501	0.995	0.999
OG0004502	0.999	0.999
OG0004503	0.864	0.999
OG0004504	0.999	0.999
OG0004505	0.017	0.531459016393443
OG0004506	0.999	0.999
OG0004507	0.999	0.999
OG0004508	0.999	0.999
OG0004509	0.953	0.999
OG0004510	0.999	0.999
OG0004511	0.999	0.999
OG0004512	0.999	0.999
OG0004514	0.999	0.999
OG0004515	0.954	0.999
OG0004516	0.946	0.999
OG0004517	0.993	0.999
OG0004518	0.996	0.999
OG0004519	0.999	0.999
OG0004520	0.999	0.999
OG0004521	0.999	0.999
OG0004522	0.999	0.999
OG0004523	0.999	0.999
OG0004524	0.999	0.999
OG0004525	0.999	0.999
OG0004526	0.949	0.999
OG0004527	0.999	0.999
OG0004528	0.999	0.999
OG0004529	0.998	0.999
OG0004530	0.999	0.999
OG0004531	0.999	0.999
OG0004532	0.986	0.999
OG0004533	0.999	0.999
OG0004534	0.999	0.999
OG0004535	0.999	0.999
OG0004536	0.926	0.999
OG0004538	0.996	0.999
OG0004539	0.999	0.999
OG0004540	0.999	0.999
OG0004541	0.999	0.999
OG0004542	0.999	0.999
OG0004543	0.999	0.999
OG0004544	0.999	0.999
OG0004545	0.88	0.999
OG0004546	0.999	0.999
OG0004547	0.851	0.999
OG0004548	0.986	0.999
OG0004549	0.999	0.999
OG0004550	0.999	0.999
OG0004551	0.999	0.999
OG0004552	0.962	0.999
OG0004553	0.999	0.999
OG0004554	0.999	0.999
OG0004555	0.999	0.999
OG0004556	0.999	0.999
OG0004557	0.901	0.999
OG0004558	0.999	0.999
OG0004559	0.999	0.999
OG0004560	0.999	0.999
OG0004561	0.999	0.999
OG0004562	0.953	0.999
OG0004563	0.999	0.999
OG0004564	0.999	0.999
OG0004565	0.924	0.999
OG0004566	0.999	0.999
OG0004567	0.999	0.999
OG0004568	0.999	0.999
OG0004569	0.999	0.999
OG0004570	0.997	0.999
OG0004571	0.999	0.999
OG0004572	0.999	0.999
OG0004573	0.999	0.999
OG0004574	0.999	0.999
OG0004575	0.998	0.999
OG0004576	0.933	0.999
OG0004577	0.999	0.999
OG0004578	0.938	0.999
OG0004579	0.944	0.999
OG0004580	0.995	0.999
OG0004581	0.999	0.999
OG0004582	0.999	0.999
OG0004583	0.999	0.999
OG0004584	0.999	0.999
OG0004585	0.946	0.999
OG0004586	0.947	0.999
OG0004587	0.997	0.999
OG0004588	0.997	0.999
OG0004589	0.997	0.999
OG0004590	0.999	0.999
OG0004591	0.999	0.999
OG0004592	0.999	0.999
OG0004593	0.999	0.999
OG0004594	0.988	0.999
OG0004595	0.999	0.999
OG0004596	0.933	0.999
OG0004597	0.965	0.999
OG0004598	0.946	0.999
OG0004599	0.946	0.999
OG0004600	0.998	0.999
OG0004601	0.999	0.999
OG0004602	0.999	0.999
OG0004603	0.94	0.999
OG0004604	0.999	0.999
OG0004605	0.999	0.999
OG0004606	0.999	0.999
OG0004607	0.999	0.999
OG0004608	0.999	0.999
OG0004609	0.999	0.999
OG0004610	0.999	0.999
OG0004611	0.999	0.999
OG0004612	0.998	0.999
OG0004613	0.962	0.999
OG0004614	0.999	0.999
OG0004615	0.999	0.999
OG0004616	0.999	0.999
OG0004617	0.999	0.999
OG0004618	0.933	0.999
OG0004619	0.999	0.999
OG0004620	0.996	0.999
OG0004621	0.962	0.999
OG0004622	0.999	0.999
OG0004623	0.949	0.999
OG0004624	0.998	0.999
OG0004625	0.999	0.999
OG0004626	0.999	0.999
OG0004627	0.998	0.999
OG0004628	0.999	0.999
OG0004629	0.997	0.999
OG0004630	0.999	0.999
OG0004631	0.997	0.999
OG0004632	0.92	0.999
OG0004633	0.999	0.999
OG0004634	0.999	0.999
OG0004635	0.999	0.999
OG0004636	0.866	0.999
OG0004637	0.943	0.999
OG0004638	0.724	0.999
OG0004639	0.998	0.999
OG0004640	0.978	0.999
OG0004641	0.901	0.999
OG0004642	0.999	0.999
OG0004643	0.936	0.999
OG0004644	0.999	0.999
OG0004645	0.999	0.999
OG0004646	0.995	0.999
OG0004647	0.999	0.999
OG0004648	0.972	0.999
OG0004649	0.946	0.999
OG0004650	0.998	0.999
OG0004651	0.966	0.999
OG0004652	0.999	0.999
OG0004653	0.984	0.999
OG0004654	0.946	0.999
OG0004655	0.999	0.999
OG0004656	0.999	0.999
OG0004657	0.946	0.999
OG0004658	0.996	0.999
OG0004659	0.999	0.999
OG0004660	0.999	0.999
OG0004661	0.996	0.999
OG0004662	0.999	0.999
OG0004663	0.997	0.999
OG0004664	0.999	0.999
OG0004665	0.998	0.999
OG0004666	0.995	0.999
OG0004667	0.999	0.999
OG0004668	0.946	0.999
OG0004669	0.962	0.999
OG0004670	0.983	0.999
OG0004671	0.999	0.999
OG0004672	0.966	0.999
OG0004673	0.995	0.999
OG0004674	0.925	0.999
OG0004675	0.94	0.999
OG0004676	0.998	0.999
OG0004677	0.999	0.999
OG0004678	0.999	0.999
OG0004679	0.999	0.999
OG0004680	0.999	0.999
OG0004681	0.999	0.999
OG0004682	0.924	0.999
OG0004683	0.946	0.999
OG0004684	0.999	0.999
OG0004685	0.999	0.999
OG0004686	0.999	0.999
OG0004687	0.939	0.999
OG0004688	0.999	0.999
OG0004689	0.999	0.999
OG0004690	0.999	0.999
OG0004691	0.999	0.999
OG0004692	0.938	0.999
OG0004693	0.999	0.999
OG0004694	0.866	0.999
OG0004695	0.999	0.999
OG0004696	0.992	0.999
OG0004697	0.999	0.999
OG0004698	0.999	0.999
OG0004699	0.999	0.999
OG0004700	0.992	0.999
OG0004701	0.996	0.999
OG0004702	0.995	0.999
OG0004703	0.947	0.999
OG0004704	0.999	0.999
OG0004705	0.999	0.999
OG0004706	0.994	0.999
OG0004707	0.944	0.999
OG0004708	0.999	0.999
OG0004709	0.966	0.999
OG0004710	0.998	0.999
OG0004711	0.999	0.999
OG0004712	0.995	0.999
OG0004713	0.998	0.999
OG0004714	0.996	0.999
OG0004715	0.997	0.999
OG0004716	0.935	0.999
OG0004717	0.953	0.999
OG0004718	0.995	0.999
OG0004720	0.997	0.999
OG0004721	0.967	0.999
OG0004722	0.229	0.999
OG0004723	0.999	0.999
OG0004724	0.999	0.999
OG0004725	0.994	0.999
OG0004726	0.994	0.999
OG0004736	0.947	0.999
OG0004737	0.999	0.999
OG0004738	0.999	0.999
OG0004739	0.999	0.999
OG0004740	0.999	0.999
OG0004741	0.87	0.999
OG0004742	0.917	0.999
OG0004743	0.999	0.999
OG0004744	0.965	0.999
OG0004745	0.926	0.999
OG0004746	0.999	0.999
OG0004747	0.999	0.999
OG0004748	0.997	0.999
OG0004749	0.999	0.999
OG0004750	0.979	0.999
OG0004751	0.999	0.999
OG0004752	0.999	0.999
OG0004753	0.935	0.999
OG0004754	0.999	0.999
OG0004755	0.999	0.999
OG0004756	0.999	0.999
OG0004757	0.995	0.999
OG0004758	0.999	0.999
OG0004759	0.968	0.999
OG0004760	0.999	0.999
OG0004761	0.984	0.999
OG0004762	0.96	0.999
OG0004763	0.946	0.999
OG0004764	0.997	0.999
OG0004765	0.96	0.999
OG0004766	0.994	0.999
OG0004767	0.999	0.999
OG0004768	0.946	0.999
OG0004769	0.999	0.999
OG0004770	0.961	0.999
OG0004771	0.998	0.999
OG0004772	0.973	0.999
OG0004773	0.32	0.999
OG0004774	0.999	0.999
OG0004775	0.999	0.999
OG0004776	0.999	0.999
OG0004777	0.999	0.999
OG0004778	0.999	0.999
OG0004779	0.969	0.999
OG0004780	0.933	0.999
OG0004781	0.999	0.999
OG0004782	0.999	0.999
OG0004783	0.962	0.999
OG0004784	0.966	0.999
OG0004785	0.999	0.999
OG0004786	0.995	0.999
OG0004787	0.361	0.999
OG0004788	0.945	0.999
OG0004789	0.998	0.999
OG0004790	0.999	0.999
OG0004791	0.959	0.999
OG0004792	0.999	0.999
OG0004793	0.999	0.999
OG0004794	0.999	0.999
OG0004795	0.979	0.999
OG0004796	0.966	0.999
OG0004797	0.999	0.999
OG0004798	0.999	0.999
OG0004799	0.999	0.999
OG0004800	0.999	0.999
OG0004801	0.999	0.999
OG0004802	0.999	0.999
OG0004803	0.944	0.999
OG0004804	0.999	0.999
OG0004805	0.998	0.999
OG0004806	0.999	0.999
OG0004807	0.999	0.999
OG0004808	0.999	0.999
OG0004809	0.999	0.999
OG0004810	0.907	0.999
OG0004811	0.999	0.999
OG0004812	0.999	0.999
OG0004813	0.999	0.999
OG0004814	0.999	0.999
OG0004815	0.966	0.999
OG0004816	0.999	0.999
OG0004817	0.999	0.999
OG0004818	0.999	0.999
OG0004819	0.999	0.999
OG0004820	0.997	0.999
OG0004821	0.999	0.999
OG0004822	0.999	0.999
OG0004823	0.966	0.999
OG0004824	0.999	0.999
OG0004825	0.999	0.999
OG0004826	0.999	0.999
OG0004827	0.999	0.999
OG0004828	0.94	0.999
OG0004829	0.999	0.999
OG0004830	0.846	0.999
OG0004831	0.999	0.999
OG0004832	0.997	0.999
OG0004833	0.938	0.999
OG0004834	0.999	0.999
OG0004835	0.999	0.999
OG0004836	0.927	0.999
OG0004837	0.999	0.999
OG0004838	0.999	0.999
OG0004839	0.956	0.999
OG0004840	0.966	0.999
OG0004841	0.904	0.999
OG0004842	0.999	0.999
OG0004843	0.932	0.999
OG0004844	0.966	0.999
OG0004845	0.999	0.999
OG0004846	0.951	0.999
OG0004847	0.999	0.999
OG0004848	0.946	0.999
OG0004849	0.999	0.999
OG0004850	0.999	0.999
OG0004851	0.938	0.999
OG0004852	0.946	0.999
OG0004853	0.938	0.999
OG0004854	0.999	0.999
OG0004855	0.947	0.999
OG0004856	0.956	0.999
OG0004857	0.917	0.999
OG0004858	0.999	0.999
OG0004859	0.862	0.999
OG0004860	0.999	0.999
OG0004861	0.994	0.999
OG0004862	0.966	0.999
OG0004863	0.999	0.999
OG0004864	0.999	0.999
OG0004865	0.949	0.999
OG0004866	0.999	0.999
OG0004867	0.956	0.999
OG0004868	0.941	0.999
OG0004869	0.993	0.999
OG0004870	0.999	0.999
OG0004871	0.999	0.999
OG0004872	0.999	0.999
OG0004873	0.999	0.999
OG0004874	0.994	0.999
OG0004875	0.973	0.999
OG0004876	0.999	0.999
OG0004877	0.999	0.999
OG0004878	0.999	0.999
OG0004879	0.999	0.999
OG0004880	0.999	0.999
OG0004882	0.995	0.999
OG0004883	0.999	0.999
OG0004884	0.954	0.999
OG0004885	0.95	0.999
OG0004886	0.999	0.999
OG0004887	0.995	0.999
OG0004888	0.999	0.999
OG0004889	0.999	0.999
OG0004890	0.939	0.999
OG0004891	0.944	0.999
OG0004892	0.927	0.999
OG0004893	0.961	0.999
OG0004894	0.946	0.999
OG0004895	0.957	0.999
OG0004896	0.95	0.999
OG0004897	0.958	0.999
OG0004898	0.999	0.999
OG0004899	0.999	0.999
OG0004900	0.999	0.999
OG0004901	0.999	0.999
OG0004902	0.999	0.999
OG0004903	0.999	0.999
OG0004904	0.986	0.999
OG0004905	0.999	0.999
OG0004906	0.996	0.999
OG0004907	0.999	0.999
OG0004908	0.999	0.999
OG0004909	0.966	0.999
OG0004910	0.972	0.999
OG0004911	0.946	0.999
OG0004912	0.999	0.999
OG0004913	0.999	0.999
OG0004914	0.999	0.999
OG0004915	0.983	0.999
OG0004916	0.966	0.999
OG0004917	0.999	0.999
OG0004918	0.962	0.999
OG0004919	0.993	0.999
OG0004920	0.965	0.999
OG0004921	0.966	0.999
OG0004922	0.999	0.999
OG0004923	0.999	0.999
OG0004924	0.999	0.999
OG0004925	0.999	0.999
OG0004926	0.876	0.999
OG0004927	0.995	0.999
OG0004928	0.999	0.999
OG0004929	0.998	0.999
OG0004930	0.994	0.999
OG0004931	0.999	0.999
OG0004932	0.999	0.999
OG0004933	0.999	0.999
OG0004934	0.926	0.999
OG0004935	0.966	0.999
OG0004936	0.961	0.999
OG0004937	0.999	0.999
OG0004938	0.999	0.999
OG0004939	0.966	0.999
OG0004940	0.999	0.999
OG0004941	0.941	0.999
OG0004942	0.999	0.999
OG0004943	0.955	0.999
OG0004944	0.999	0.999
OG0004945	0.999	0.999
OG0004946	0.999	0.999
OG0004947	0.999	0.999
OG0004948	0.999	0.999
OG0004949	0.999	0.999
OG0004950	0.999	0.999
OG0004951	0.999	0.999
OG0004952	0.995	0.999
OG0004953	0.993	0.999
OG0004954	0.946	0.999
OG0004955	0.939	0.999
OG0004956	0.944	0.999
OG0004957	0.999	0.999
OG0004958	0.965	0.999
OG0004959	0.999	0.999
OG0004960	0.999	0.999
OG0004962	0.834	0.999
OG0004963	0.943	0.999
OG0004964	0.939	0.999
OG0004965	0.945	0.999
OG0004966	0.712	0.999
OG0004967	0.949	0.999
OG0004968	0.984	0.999
OG0004969	0.999	0.999
OG0004970	0.949	0.999
OG0004971	0.972	0.999
OG0004972	0.935	0.999
OG0004973	0.999	0.999
OG0004974	0.999	0.999
OG0004975	0.999	0.999
OG0004976	0.999	0.999
OG0004977	0.999	0.999
OG0004978	0.966	0.999
OG0004979	0.999	0.999
OG0004980	0.968	0.999
OG0004981	0.999	0.999
OG0004982	0.878	0.999
OG0004983	0.999	0.999
OG0004984	0.999	0.999
OG0004985	0.966	0.999
OG0004986	0.999	0.999
OG0004987	0.999	0.999
OG0004988	0.999	0.999
OG0004989	0.999	0.999
OG0004990	0.999	0.999
OG0004991	0.999	0.999
OG0004992	0.986	0.999
OG0004993	0.999	0.999
OG0004994	0.999	0.999
OG0004995	0.999	0.999
OG0004996	0.999	0.999
OG0004997	0.966	0.999
OG0004998	0.996	0.999
OG0004999	0.905	0.999
OG0005000	0.997	0.999
OG0005001	0.966	0.999
OG0005002	0.999	0.999
OG0005003	0.999	0.999
OG0005004	0.999	0.999
OG0005005	0.999	0.999
OG0005006	0.999	0.999
OG0005007	0.999	0.999
OG0005008	0.998	0.999
OG0005009	0.995	0.999
OG0005010	0.999	0.999
OG0005011	0.973	0.999
OG0005012	0.986	0.999
OG0005013	0.999	0.999
OG0005014	0.999	0.999
OG0005015	0.999	0.999
OG0005016	0.999	0.999
OG0005017	0.999	0.999
OG0005018	0.999	0.999
OG0005019	0.997	0.999
OG0005020	0.995	0.999
OG0005021	0.999	0.999
OG0005022	0.999	0.999
OG0005023	0.999	0.999
OG0005024	0.999	0.999
OG0005025	0.955	0.999
OG0005026	0.933	0.999
OG0005027	0.999	0.999
OG0005028	0.999	0.999
OG0005029	0.869	0.999
OG0005030	0.999	0.999
OG0005031	0.999	0.999
OG0005032	0.999	0.999
OG0005033	0.999	0.999
OG0005034	0.961	0.999
OG0005035	0.999	0.999
OG0005036	0.962	0.999
OG0005037	0.995	0.999
OG0005038	0.999	0.999
OG0005039	0.999	0.999
OG0005040	0.949	0.999
OG0005041	0.999	0.999
OG0005042	0.999	0.999
OG0005043	0.972	0.999
OG0005044	0.999	0.999
OG0005045	0.974	0.999
OG0005046	0.999	0.999
OG0005047	0.999	0.999
OG0005048	0.999	0.999
OG0005049	0.999	0.999
OG0005050	0.999	0.999
OG0005051	0.939	0.999
OG0005052	0.998	0.999
OG0005053	0.999	0.999
OG0005054	0.999	0.999
OG0005055	0.961	0.999
OG0005056	0.999	0.999
OG0005057	0.976	0.999
OG0005058	0.947	0.999
OG0005059	0.999	0.999
OG0005060	0.999	0.999
OG0005061	0.999	0.999
OG0005062	0.999	0.999
OG0005063	0.999	0.999
OG0005064	0.999	0.999
OG0005065	0.999	0.999
OG0005066	0.999	0.999
OG0005067	0.966	0.999
OG0005068	0.999	0.999
OG0005069	0.949	0.999
OG0005070	0.999	0.999
OG0005071	0.995	0.999
OG0005072	0.999	0.999
OG0005073	0.999	0.999
OG0005074	0.999	0.999
OG0005075	0.999	0.999
OG0005076	0.999	0.999
OG0005077	0.999	0.999
OG0005078	0.92	0.999
OG0005079	0.997	0.999
OG0005080	0.999	0.999
OG0005081	0.967	0.999
OG0005082	0.999	0.999
OG0005083	0.999	0.999
OG0005084	0.999	0.999
OG0005085	0.947	0.999
OG0005086	0.999	0.999
OG0005087	0.999	0.999
OG0005088	0.999	0.999
OG0005089	0.995	0.999
OG0005090	0.966	0.999
OG0005091	0.996	0.999
OG0005092	0.999	0.999
OG0005093	0.968	0.999
OG0005094	0.999	0.999
OG0005095	0.999	0.999
OG0005096	0.969	0.999
OG0005097	0.999	0.999
OG0005098	0.999	0.999
OG0005099	0.999	0.999
OG0005100	0.953	0.999
OG0005101	0.95	0.999
OG0005102	0.999	0.999
OG0005103	0.941	0.999
OG0005104	0.943	0.999
OG0005105	0.999	0.999
OG0005106	0.889	0.999
OG0005107	0.999	0.999
OG0005108	0.999	0.999
OG0005109	0.999	0.999
OG0005110	0.999	0.999
OG0005111	0.999	0.999
OG0005112	0.958	0.999
OG0005113	0.949	0.999
OG0005114	0.927	0.999
OG0005115	0.966	0.999
OG0005116	0.999	0.999
OG0005117	0.98	0.999
OG0005118	0.997	0.999
OG0005119	0.965	0.999
OG0005120	0.999	0.999
OG0005121	0.965	0.999
OG0005122	0.999	0.999
OG0005123	0.949	0.999
OG0005124	0.966	0.999
OG0005125	0.999	0.999
OG0005126	0.999	0.999
OG0005127	0.925	0.999
OG0005128	0.999	0.999
OG0005129	0.999	0.999
OG0005130	0.986	0.999
OG0005131	0.999	0.999
OG0005132	0.999	0.999
OG0005133	0.998	0.999
OG0005134	0.999	0.999
OG0005135	0.999	0.999
OG0005136	0.999	0.999
OG0005137	0.966	0.999
OG0005138	0.999	0.999
OG0005139	0.953	0.999
OG0005140	0.999	0.999
OG0005141	0.889	0.999
OG0005142	0.995	0.999
OG0005143	0.999	0.999
OG0005144	0.999	0.999
OG0005145	0.966	0.999
OG0005146	0.986	0.999
OG0005147	0.998	0.999
OG0005148	0.946	0.999
OG0005149	0.999	0.999
OG0005150	0.999	0.999
OG0005151	0.999	0.999
OG0005152	0.999	0.999
OG0005153	0.878	0.999
OG0005154	0.942	0.999
OG0005155	0.999	0.999
OG0005156	0.978	0.999
OG0005157	0.945	0.999
OG0005158	0.966	0.999
OG0005160	0.999	0.999
OG0005161	0.999	0.999
OG0005162	0.996	0.999
OG0005163	0.999	0.999
OG0005164	0.999	0.999
OG0005165	0.999	0.999
OG0005166	0.944	0.999
OG0005167	0.999	0.999
OG0005168	0.999	0.999
OG0005169	0.999	0.999
OG0005170	0.965	0.999
OG0005171	0.999	0.999
OG0005173	0.999	0.999
OG0005174	0.999	0.999
OG0005175	0.965	0.999
OG0005176	0.94	0.999
OG0005177	0.999	0.999
OG0005178	0.966	0.999
OG0005179	0.999	0.999
OG0005180	0.999	0.999
OG0005181	0.999	0.999
OG0005182	0.94	0.999
OG0005183	0.966	0.999
OG0005184	0.999	0.999
OG0005185	0.896	0.999
OG0005186	0.999	0.999
OG0005187	0.966	0.999
OG0005188	0.993	0.999
OG0005189	0.999	0.999
OG0005190	0.999	0.999
OG0005191	0.869	0.999
OG0005193	0.999	0.999
OG0005194	0.939	0.999
OG0005195	0.965	0.999
OG0005196	0.999	0.999
OG0005197	0.976	0.999
OG0005198	0.999	0.999
OG0005199	0.999	0.999
OG0005200	0.962	0.999
OG0005201	0.927	0.999
OG0005202	0.887	0.999
OG0005203	0.999	0.999
OG0005204	0.999	0.999
OG0005205	0.966	0.999
OG0005206	0.999	0.999
OG0005207	0.974	0.999
OG0005208	0.972	0.999
OG0005209	0.999	0.999
OG0005210	0.999	0.999
OG0005211	0.999	0.999
OG0005212	0.969	0.999
OG0005213	0.999	0.999
OG0005214	0.999	0.999
OG0005215	0.999	0.999
OG0005216	0.999	0.999
OG0005217	0.999	0.999
OG0005218	0.999	0.999
OG0005219	0.999	0.999
OG0005220	0.999	0.999
OG0005221	0.962	0.999
OG0005222	0.999	0.999
OG0005223	0.999	0.999
OG0005224	0.951	0.999
OG0005225	0.999	0.999
OG0005226	0.966	0.999
OG0005227	0.964	0.999
OG0005228	0.972	0.999
OG0005229	0.999	0.999
OG0005230	0.995	0.999
OG0005231	0.95	0.999
